time,mode,aspd,gspd,lat,lon,r,p,y,alt,navr,navp,navy,navalt,navspeed,hdop,sat,turn,bearing,rad,latacc,climb,srv0,srv1,srv2,srv3,lmt0,lmt1
1679117912759,FBWA,7.32,10.46,-7.766654968261719,110.23379516601562,0.35,-3.67,211.94,12.99,-0.22,0.09,45.0,80.0,17.0,0.53,12.0,88.72,197.84,42.86,-1.81,-1.81,1478,1633,1500,1040,0.0,1.0
1679117912993,FBWA,7.22,9.86,-7.766654968261719,110.23379516601562,1.35,-4.01,212.43,12.74,-0.38,0.09,45.0,80.0,17.0,0.53,12.0,88.72,197.84,42.86,-1.62,-1.62,1400,1655,1467,1070,0.0,1.0
1679117913082,FBWA,7.26,10.48,-7.766732215881348,110.23372650146484,0.58,-3.99,212.56,12.48,-0.27,3.75,45.0,80.0,17.0,0.53,12.0,88.72,167.4,42.86,-4.99,-4.99,1500,1777,1500,1050,0.0,1.0
1679117913162,FBWA,7.27,10.61,-7.766732215881348,110.23372650146484,0.8,-3.39,213.81,12.24,-0.11,12.68,45.0,80.0,17.0,0.53,12.0,88.72,167.4,42.86,-5.35,-5.35,1423,2000,1478,1040,0.0,1.0
1679117913200,FBWA,7.26,10.3,-7.766732215881348,110.23372650146484,0.5,-0.77,213.78,12.02,0.0,11.59,45.0,80.0,17.0,0.53,12.0,88.72,167.4,42.86,-5.02,-5.02,1555,1844,1511,1040,0.0,1.0
1679117913396,FBWA,7.31,10.55,-7.766732215881348,110.23372650146484,0.78,2.29,215.4,11.83,0.0,2.38,45.0,80.0,17.0,0.53,12.0,88.72,167.4,42.86,-5.14,-5.14,1300,1445,1445,1040,0.0,1.0
1679117913542,FBWA,7.31,10.35,-7.766732215881348,110.23372650146484,1.77,2.34,218.0,11.64,0.0,0.09,45.0,80.0,17.0,0.53,12.0,88.72,167.4,42.86,-5.18,-5.18,1300,1467,1445,1020,0.0,1.0
1679117913694,FBWA,7.27,10.18,-7.766732215881348,110.23372650146484,1.82,-0.92,219.6,11.45,0.0,0.15,45.0,80.0,17.0,0.53,12.0,88.72,167.4,42.86,-5.3,-5.3,1511,1644,1500,1000,0.0,1.0
1679117913694,FBWA,7.3,10.48,-7.766732215881348,110.23372650146484,1.33,-3.99,219.65,11.23,0.0,0.82,45.0,80.0,17.0,0.53,12.0,88.72,167.4,42.86,-5.57,-5.57,1478,1722,1500,1000,0.0,1.0
1679117913742,FBWA,7.29,10.27,-7.766732215881348,110.23372650146484,1.03,-4.61,219.56,10.97,-19.81,0.21,45.0,80.0,17.0,0.53,12.0,88.72,167.4,42.86,-5.47,-5.47,1000,1655,1356,1000,0.0,1.0
1679117913842,FBWA,7.27,10.25,-7.766732215881348,110.23372650146484,-1.29,-3.63,219.77,10.74,-25.0,0.21,45.0,80.0,17.0,0.53,12.0,88.72,167.4,42.86,-5.45,-5.45,1000,1611,1356,1000,0.0,1.0
1679117913884,FBWA,7.41,11.05,-7.766732215881348,110.23372650146484,-5.62,-3.36,220.32,10.51,-25.0,0.98,45.0,80.0,17.0,0.53,12.0,88.72,167.4,42.86,-5.89,-5.89,1256,1655,1434,1000,0.0,1.0
1679117914084,FBWA,7.52,11.01,-7.766804218292236,110.23367309570312,-9.33,-3.1,221.97,10.28,-12.95,0.15,45.0,80.0,17.0,0.53,12.0,88.72,89.14,42.86,-7.41,-7.41,1677,1633,1544,1000,0.0,1.0
1679117914271,FBWA,7.4,9.96,-7.766804218292236,110.23367309570312,-10.6,-2.91,224.06,10.04,-18.22,0.09,45.0,80.0,17.0,0.53,12.0,88.72,89.14,42.86,-6.71,-6.71,1212,1644,1412,1000,0.0,1.0
1679117914272,FBWA,7.47,10.8,-7.766804218292236,110.23367309570312,-10.88,-3.12,225.11,9.82,-25.0,0.58,45.0,80.0,17.0,0.53,12.0,88.72,89.14,42.86,-7.27,-7.27,1167,1677,1400,1000,0.0,1.0
1679117914304,FBWA,7.62,9.96,-7.766804218292236,110.23367309570312,-13.69,-3.22,224.69,9.62,-25.0,3.6,45.0,80.0,17.0,0.53,12.0,88.72,89.14,42.86,-6.7,-6.7,1400,1788,1478,1000,0.0,1.0
1679117914504,FBWA,7.76,11.38,-7.766804218292236,110.23367309570312,-15.1,-2.19,224.78,9.36,-25.0,5.21,45.0,80.0,17.0,0.53,12.0,88.72,89.14,42.86,-7.66,-7.66,1200,1777,1423,1000,0.0,1.0
1679117914576,FBWA,8.04,12.23,-7.766804218292236,110.23367309570312,-16.25,-0.6,223.78,9.12,-21.62,0.21,45.0,80.0,17.0,0.53,12.0,88.72,89.14,42.86,-8.24,-8.24,1500,1544,1500,1000,0.0,1.0
1679117914673,FBWA,8.18,11.76,-7.766804218292236,110.23367309570312,-16.85,-0.26,223.46,8.91,-0.66,1.46,45.0,80.0,17.0,0.53,12.0,88.72,89.14,42.86,-7.92,-7.92,2000,1666,1644,1000,0.0,1.0
1679117914812,FBWA,8.22,11.45,-7.766804218292236,110.23367309570312,-13.89,-1.13,223.89,8.73,0.6,11.59,45.0,80.0,17.0,0.53,12.0,88.72,89.14,42.86,-7.71,-7.71,1588,2000,1522,1000,0.0,1.0
